Code, Color, Pieces
302401,White,5035,OK
4549436,Dark Tan,973,OK,RISK
6194729,Dark Brown,804,OK
4210719,Dark Bluish Gray,647,OK
302426,Black,440,OK
4159553,Tan,220,OK
4184108,Dark Blue,189,OK
4221744,Reddish Brown,176,OK,RISK
6099189,Sand Green,168,OK, OTHER 100
4211399,Light Bluish Gray,126,OK
6357797,Light Nougat,100,OK
4179826,Medium Blue,99,OK
6055169,Dark Green,87,OK
6058245,Olive Green,69,OK
6215606,Medium Nougat,62,OK
6058016,Light Aqua,17,OK
6184484,Bright Light Blue,2,OK
6099363,Lavender,1,OK
6258091,Coral,1,OK


[New] Bright Light Blue Plate 1 x 1 (x10) ..... EUR 0.036 each = EUR 0.36
[New] Coral Plate 1 x 1 (x10) ..... EUR 0.011 each = EUR 0.11
[New] Dark Green Plate 1 x 1 (x100) ..... EUR 0.02 each = EUR 2.00
[New] Dark Tan Plate 1 x 1 (x973) ..... EUR 0.03 each = EUR 29.19
[New] Light Aqua Plate 1 x 1 (x100) ..... EUR 0.022 each = EUR 2.20
[New] Light Bluish Gray Plate 1 x 1 (x226) ..... EUR 0.03 each = EUR 6.78
[New] Light Nougat Plate 1 x 1 (x70) ..... EUR 0.06 each = EUR 4.20
[New] Medium Lavender Plate 1 x 1 (x10) ..... EUR 0.007 each = EUR 0.07
[New] Red Plate 1 x 1 (x100) ..... EUR 0.034 each = EUR 3.40
[New] Reddish Brown Plate 1 x 1 (x176) ..... EUR 0.02 each = EUR 3.52
[New] Sand Green Plate 1 x 1 (x80) ..... EUR 0.057 each = EUR 4.56
[New] White Plate 1 x 1 (x5100) ..... EUR 0.027 each = EUR 137.70 
[New] Black Plate 1 x 1 (x500) ..... EUR 0.04 each = EUR 20.00
[New] Dark Blue Plate 1 x 1 (x220) ..... EUR 0.038 each = EUR 8.36
[New] Dark Bluish Gray Plate 1 x 1 (x700) ..... EUR 0.036 each = EUR 25.20
[New] Dark Brown Plate 1 x 1 (x830) ..... EUR 0.038 each = EUR 31.54
[New] Light Nougat Plate 1 x 1 (x120) ..... EUR 0.20 each = EUR 24.00
[New] Medium Blue Plate 1 x 1 (x120) ..... EUR 0.04 each = EUR 4.80
[New] Medium Nougat Plate 1 x 1 (x120) ..... EUR 0.034 each = EUR 4.08
[New] Olive Green Plate 1 x 1 (x120) ..... EUR 0.036 each = EUR 4.32
[New] Tan Plate 1 x 1 (x250) ..... EUR 0.02 each = EUR 5.00 
